Id;Monthly rent payment; number of all rooms in the house;persons younger than 12 years of age;years of schooling;=1 if predominant material on the outside wall is block or brick;=1 if predominant material on the floor is mosaic, ceramic, terrazo;=1 if the house has ceiling;=1 if floor are good;Number of children 0 to 19 in household;years of education of male head of household;average years of education for adults (18+);# persons per room;=1 if the household has notebook or desktop computer;# of mobile phones;escolari squared;edjefe squared;hogar_nin squared;overcrowding squared;dependency squared;meaned squared;Target
ID_35b66f7c6;215000.0;4,00;0,00;12,00;1,00;1,00;1,00;1,00;0,00;15,00;13,50;1.0;0,00;2,00;144,00;225,00;0,00;1.0;0.0;182.25;4,00
ID_74a2bc523;215000.0;4,00;0,00;15,00;1,00;1,00;1,00;1,00;0,00;15,00;13,50;1.0;0,00;2,00;225,00;225,00;0,00;1.0;0.0;182.25;4,00
ID_15d393ce7;150000.0;3,00;0,00;4,00;0,00;0,00;1,00;0,00;0,00;4,00;10,00;2.0;0,00;1,00;16,00;16,00;0,00;4.0;64.0;100.0;4,00
ID_a0bff0ba7;150000.0;3,00;0,00;16,00;0,00;0,00;1,00;0,00;0,00;4,00;10,00;2.0;0,00;1,00;256,00;16,00;0,00;4.0;64.0;100.0;4,00
ID_848b0fdf1;100000.0;1,00;0,00;6,00;1,00;1,00;1,00;1,00;0,00;6,00;10,33;3.0;0,00;3,00;36,00;36,00;0,00;9.0;0.0;10.677.777,00;4,00
ID_298d857e5;100000.0;1,00;0,00;13,00;1,00;1,00;1,00;1,00;0,00;6,00;10,33;3.0;0,00;3,00;169,00;36,00;0,00;9.0;0.0;10.677.777,00;4,00
ID_1d5bf8ddf;100000.0;1,00;0,00;12,00;1,00;1,00;1,00;1,00;0,00;6,00;10,33;3.0;0,00;3,00;144,00;36,00;0,00;9.0;0.0;10.677.777,00;4,00
ID_e5cdba865;;5,00;0,00;15,00;0,00;0,00;0,00;0,00;0,00;15,00;15,00;0.5;0,00;2,00;225,00;225,00;0,00;0.25;0.0;225.0;4,00
ID_e18530139;120000.0;4,00;0,00;6,00;1,00;1,00;1,00;1,00;0,00;6,00;6,67;45.047,00;0,00;3,00;36,00;36,00;0,00;45.689,00;0.25;44.444.443,00;4,00
ID_cba035c44;120000.0;4,00;0,00;6,00;1,00;1,00;1,00;1,00;0,00;6,00;6,67;45.047,00;0,00;3,00;36,00;36,00;0,00;45.689,00;0.25;44.444.443,00;4,00
ID_b6c1c7e65;120000.0;4,00;0,00;8,00;1,00;1,00;1,00;1,00;0,00;6,00;6,67;45.047,00;0,00;3,00;64,00;36,00;0,00;45.689,00;0.25;44.444.443,00;4,00
ID_96b1fbc81;100000.0;5,00;0,00;8,00;1,00;1,00;1,00;1,00;0,00;8,00;9,50;1.0;0,00;2,00;64,00;64,00;0,00;1.0;0.0;90.25;4,00
ID_422226730;100000.0;5,00;0,00;11,00;1,00;1,00;1,00;1,00;0,00;8,00;9,50;1.0;0,00;2,00;121,00;64,00;0,00;1.0;0.0;90.25;4,00
ID_e24d9c3c9;;5,00;0,00;1,00;0,00;1,00;1,00;1,00;1,00;11,00;5,25;16.666.666,00;0,00;3,00;1,00;121,00;1,00;27.777.777,00;0.0625;275.625,00;4,00
ID_be1c0c929;;5,00;0,00;11,00;0,00;1,00;1,00;1,00;1,00;11,00;5,25;16.666.666,00;0,00;3,00;121,00;121,00;1,00;27.777.777,00;0.0625;275.625,00;4,00
ID_18ffaadc6;;5,00;0,00;6,00;0,00;1,00;1,00;1,00;1,00;11,00;5,25;16.666.666,00;0,00;3,00;36,00;121,00;1,00;27.777.777,00;0.0625;275.625,00;4,00
ID_beb36ce09;;5,00;0,00;0,00;0,00;1,00;1,00;1,00;1,00;11,00;5,25;16.666.666,00;0,00;3,00;0,00;121,00;1,00;27.777.777,00;0.0625;275.625,00;4,00
ID_57b05a403;;5,00;0,00;3,00;0,00;1,00;1,00;1,00;1,00;11,00;5,25;16.666.666,00;0,00;3,00;9,00;121,00;1,00;27.777.777,00;0.0625;275.625,00;4,00
ID_01f1e94b3;80000.0;4,00;0,00;6,00;0,00;0,00;1,00;0,00;1,00;8,00;7,00;45.047,00;0,00;2,00;36,00;64,00;1,00;45.689,00;0.25;49.0;4,00
ID_0f01e18e9;80000.0;4,00;0,00;8,00;0,00;0,00;1,00;0,00;1,00;8,00;7,00;45.047,00;0,00;2,00;64,00;64,00;1,00;45.689,00;0.25;49.0;4,00
ID_e73a7a162;80000.0;4,00;0,00;8,00;0,00;0,00;1,00;0,00;1,00;8,00;7,00;45.047,00;0,00;2,00;64,00;64,00;1,00;45.689,00;0.25;49.0;4,00
ID_488b8ac27;90000.0;5,00;0,00;9,00;0,00;0,00;1,00;1,00;0,00;no;11,00;1.0;0,00;2,00;81,00;0,00;0,00;1.0;0.0;121.0;4,00
ID_1f68e9b45;90000.0;5,00;0,00;13,00;0,00;0,00;1,00;1,00;0,00;no;11,00;1.0;0,00;2,00;169,00;0,00;0,00;1.0;0.0;121.0;4,00
ID_e3869ade2;;8,00;0,00;8,00;1,00;0,00;1,00;1,00;1,00;no;15,50;1.0;1,00;3,00;64,00;0,00;1,00;1.0;4.0;240.25;4,00
ID_451a7e35a;;8,00;0,00;15,00;1,00;0,00;1,00;1,00;1,00;no;15,50;1.0;1,00;3,00;225,00;0,00;1,00;1.0;4.0;240.25;4,00
ID_cf3c3d7ec;;8,00;0,00;16,00;1,00;0,00;1,00;1,00;1,00;no;15,50;1.0;1,00;3,00;256,00;0,00;1,00;1.0;4.0;240.25;4,00
ID_feda408ee;;4,00;0,00;17,00;0,00;0,00;1,00;0,00;0,00;17,00;10,00;1.0;0,00;1,00;289,00;289,00;0,00;1.0;64.0;100.0;4,00
ID_4dd2eaeba;;4,00;0,00;3,00;0,00;0,00;1,00;0,00;0,00;17,00;10,00;1.0;0,00;1,00;9,00;289,00;0,00;1.0;64.0;100.0;4,00
ID_34d68201f;;5,00;1,00;16,00;0,00;1,00;1,00;1,00;1,00;11,00;13,50;45.047,00;0,00;2,00;256,00;121,00;1,00;45.689,00;0.25;182.25;4,00
ID_839160e1d;;5,00;1,00;2,00;0,00;1,00;1,00;1,00;1,00;11,00;13,50;45.047,00;0,00;2,00;4,00;121,00;1,00;45.689,00;0.25;182.25;4,00
ID_340865cda;;5,00;1,00;11,00;0,00;1,00;1,00;1,00;1,00;11,00;13,50;45.047,00;0,00;2,00;121,00;121,00;1,00;45.689,00;0.25;182.25;4,00
ID_eb1d477b3;120000.0;5,00;1,00;2,00;0,00;0,00;1,00;0,00;2,00;11,00;11,00;2.0;0,00;2,00;4,00;121,00;4,00;4.0;1.0;121.0;2,00
ID_1edc6734e;120000.0;5,00;1,00;11,00;0,00;0,00;1,00;0,00;2,00;11,00;11,00;2.0;0,00;2,00;121,00;121,00;4,00;4.0;1.0;121.0;2,00
ID_68cdfd374;120000.0;5,00;1,00;8,00;0,00;0,00;1,00;0,00;2,00;11,00;11,00;2.0;0,00;2,00;64,00;121,00;4,00;4.0;1.0;121.0;2,00
ID_be0fdb30f;120000.0;5,00;1,00;11,00;0,00;0,00;1,00;0,00;2,00;11,00;11,00;2.0;0,00;2,00;121,00;121,00;4,00;4.0;1.0;121.0;2,00
ID_88d6dc9be;168000.0;5,00;1,00;6,00;1,00;1,00;1,00;1,00;2,00;no;9,00;13.333.334,00;0,00;2,00;36,00;0,00;4,00;17.777.778.999.999.900,00;1.0;81.0;4,00
ID_e2d67d5bb;168000.0;5,00;1,00;2,00;1,00;1,00;1,00;1,00;2,00;no;9,00;13.333.334,00;0,00;2,00;4,00;0,00;4,00;17.777.778.999.999.900,00;1.0;81.0;4,00
ID_39794350a;168000.0;5,00;1,00;7,00;1,00;1,00;1,00;1,00;2,00;no;9,00;13.333.334,00;0,00;2,00;49,00;0,00;4,00;17.777.778.999.999.900,00;1.0;81.0;4,00
ID_91fc6ef60;168000.0;5,00;1,00;11,00;1,00;1,00;1,00;1,00;2,00;no;9,00;13.333.334,00;0,00;2,00;121,00;0,00;4,00;17.777.778.999.999.900,00;1.0;81.0;4,00
ID_a0fb0a5c4;40000.0;1,00;0,00;7,00;0,00;0,00;1,00;1,00;0,00;7,00;7,00;1.0;0,00;0,00;49,00;49,00;0,00;1.0;64.0;49.0;2,00
ID_b00eafd98;155000.0;3,00;0,00;14,00;1,00;1,00;1,00;1,00;0,00;no;10,00;2.0;0,00;2,00;196,00;0,00;0,00;4.0;0.0;100.0;4,00
ID_332252b98;155000.0;3,00;0,00;6,00;1,00;1,00;1,00;1,00;0,00;no;10,00;2.0;0,00;2,00;36,00;0,00;0,00;4.0;0.0;100.0;4,00
ID_1db0ed392;;6,00;0,00;14,00;1,00;1,00;1,00;1,00;0,00;no;13,00;1.0;1,00;3,00;196,00;0,00;0,00;1.0;0.25;169.0;4,00
ID_c70e4a951;;6,00;0,00;11,00;1,00;1,00;1,00;1,00;0,00;no;13,00;1.0;1,00;3,00;121,00;0,00;0,00;1.0;0.25;169.0;4,00
ID_f1a8c2996;;6,00;0,00;14,00;1,00;1,00;1,00;1,00;0,00;no;13,00;1.0;1,00;3,00;196,00;0,00;0,00;1.0;0.25;169.0;4,00
ID_6e9d356d7;;6,00;0,00;9,00;0,00;1,00;1,00;0,00;0,00;no;9,00;0.33333334;0,00;1,00;81,00;0,00;0,00;0.11111112;64.0;81.0;2,00
ID_5a72ab074;200000.0;3,00;2,00;9,00;1,00;1,00;1,00;0,00;2,00;9,00;9,00;45.048,00;0,00;5,00;81,00;81,00;4,00;45.809,00;0.44444448;81.0;4,00
ID_18e808ee5;200000.0;3,00;2,00;5,00;1,00;1,00;1,00;0,00;2,00;9,00;9,00;45.048,00;0,00;5,00;25,00;81,00;4,00;45.809,00;0.44444448;81.0;4,00
ID_bd34e0c6a;200000.0;3,00;2,00;0,00;1,00;1,00;1,00;0,00;2,00;9,00;9,00;45.048,00;0,00;5,00;0,00;81,00;4,00;45.809,00;0.44444448;81.0;4,00
ID_b8802d92d;200000.0;3,00;2,00;9,00;1,00;1,00;1,00;0,00;2,00;9,00;9,00;45.048,00;0,00;5,00;81,00;81,00;4,00;45.809,00;0.44444448;81.0;4,00
ID_5cba5f4d4;200000.0;3,00;2,00;9,00;1,00;1,00;1,00;0,00;2,00;9,00;9,00;45.048,00;0,00;5,00;81,00;81,00;4,00;45.809,00;0.44444448;81.0;4,00
ID_c5bfe390e;;6,00;1,00;0,00;1,00;1,00;1,00;1,00;1,00;15,00;14,00;2.0;1,00;2,00;0,00;225,00;1,00;4.0;1.0;196.0;4,00
ID_f70aba49f;;6,00;1,00;15,00;1,00;1,00;1,00;1,00;1,00;15,00;14,00;2.0;1,00;2,00;225,00;225,00;1,00;4.0;1.0;196.0;4,00
ID_8d1510a53;;6,00;1,00;15,00;1,00;1,00;1,00;1,00;1,00;15,00;14,00;2.0;1,00;2,00;225,00;225,00;1,00;4.0;1.0;196.0;4,00
ID_c52da52d4;;6,00;1,00;12,00;1,00;1,00;1,00;1,00;1,00;15,00;14,00;2.0;1,00;2,00;144,00;225,00;1,00;4.0;1.0;196.0;4,00
ID_4f75bf2e4;350000.0;6,00;0,00;16,00;1,00;1,00;1,00;1,00;1,00;16,00;16,50;1.0;0,00;4,00;256,00;256,00;1,00;1.0;0.25;272.25;4,00
ID_dd93e20ec;350000.0;6,00;0,00;10,00;1,00;1,00;1,00;1,00;1,00;16,00;16,50;1.0;0,00;4,00;100,00;256,00;1,00;1.0;0.25;272.25;4,00
ID_c8f69febe;350000.0;6,00;0,00;17,00;1,00;1,00;1,00;1,00;1,00;16,00;16,50;1.0;0,00;4,00;289,00;256,00;1,00;1.0;0.25;272.25;4,00
ID_32e57e6be;270000.0;6,00;1,00;14,00;1,00;1,00;1,00;1,00;1,00;no;14,00;1.0;1,00;2,00;196,00;0,00;1,00;1.0;0.25;196.0;4,00
ID_67204372d;270000.0;6,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;no;14,00;1.0;1,00;2,00;1,00;0,00;1,00;1.0;0.25;196.0;4,00
ID_c946fea9c;270000.0;6,00;1,00;14,00;1,00;1,00;1,00;1,00;1,00;no;14,00;1.0;1,00;2,00;196,00;0,00;1,00;1.0;0.25;196.0;4,00
ID_202c0a339;300000.0;7,00;0,00;13,00;0,00;1,00;1,00;1,00;0,00;no;14,33;0.75;1,00;3,00;169,00;0,00;0,00;0.5625;0.0;20.544.444,00;4,00
ID_0f688cf40;300000.0;7,00;0,00;15,00;0,00;1,00;1,00;1,00;0,00;no;14,33;0.75;1,00;3,00;225,00;0,00;0,00;0.5625;0.0;20.544.444,00;4,00
ID_d7af7b303;300000.0;7,00;0,00;15,00;0,00;1,00;1,00;1,00;0,00;no;14,33;0.75;1,00;3,00;225,00;0,00;0,00;0.5625;0.0;20.544.444,00;4,00
ID_c38cb27c5;250000.0;5,00;0,00;11,00;0,00;1,00;1,00;0,00;0,00;6,00;9,33;1.0;0,00;2,00;121,00;36,00;0,00;1.0;4.0;8.711.110.699.999.990,00;4,00
ID_7855a5880;250000.0;5,00;0,00;6,00;0,00;1,00;1,00;0,00;0,00;6,00;9,33;1.0;0,00;2,00;36,00;36,00;0,00;1.0;4.0;8.711.110.699.999.990,00;4,00
ID_6aee5943e;250000.0;5,00;0,00;11,00;0,00;1,00;1,00;0,00;0,00;6,00;9,33;1.0;0,00;2,00;121,00;36,00;0,00;1.0;4.0;8.711.110.699.999.990,00;4,00
ID_48c10ba80;;4,00;0,00;0,00;0,00;1,00;1,00;1,00;0,00;no;6,50;1.0;0,00;1,00;0,00;0,00;0,00;1.0;1.0;42.25;4,00
ID_1a283d51b;;4,00;0,00;13,00;0,00;1,00;1,00;1,00;0,00;no;6,50;1.0;0,00;1,00;169,00;0,00;0,00;1.0;1.0;42.25;4,00
ID_b20ab1829;;4,00;0,00;9,00;1,00;1,00;1,00;1,00;2,00;no;12,00;13.333.334,00;0,00;4,00;81,00;0,00;4,00;17.777.778.999.999.900,00;1.0;144.0;4,00
ID_aa4870ce2;;4,00;0,00;9,00;1,00;1,00;1,00;1,00;2,00;no;12,00;13.333.334,00;0,00;4,00;81,00;0,00;4,00;17.777.778.999.999.900,00;1.0;144.0;4,00
ID_b2c2feb03;;4,00;0,00;8,00;1,00;1,00;1,00;1,00;2,00;no;12,00;13.333.334,00;0,00;4,00;64,00;0,00;4,00;17.777.778.999.999.900,00;1.0;144.0;4,00
ID_f1b296d83;;4,00;0,00;15,00;1,00;1,00;1,00;1,00;2,00;no;12,00;13.333.334,00;0,00;4,00;225,00;0,00;4,00;17.777.778.999.999.900,00;1.0;144.0;4,00
ID_d573a95c2;;4,00;0,00;11,00;0,00;0,00;1,00;0,00;0,00;no;11,00;0.5;0,00;1,00;121,00;0,00;0,00;0.25;64.0;121.0;4,00
ID_b2e903868;130000.0;4,00;1,00;6,00;0,00;1,00;1,00;0,00;2,00;no;6,00;45.048,00;0,00;4,00;36,00;0,00;4,00;45.809,00;0.44444448;36.0;4,00
ID_084179406;130000.0;4,00;1,00;6,00;0,00;1,00;1,00;0,00;2,00;no;6,00;45.048,00;0,00;4,00;36,00;0,00;4,00;45.809,00;0.44444448;36.0;4,00
ID_3f2e2fa81;130000.0;4,00;1,00;4,00;0,00;1,00;1,00;0,00;2,00;no;6,00;45.048,00;0,00;4,00;16,00;0,00;4,00;45.809,00;0.44444448;36.0;4,00
ID_c3ae81c15;130000.0;4,00;1,00;0,00;0,00;1,00;1,00;0,00;2,00;no;6,00;45.048,00;0,00;4,00;0,00;0,00;4,00;45.809,00;0.44444448;36.0;4,00
ID_b31fa267f;130000.0;4,00;1,00;8,00;0,00;1,00;1,00;0,00;2,00;no;6,00;45.048,00;0,00;4,00;64,00;0,00;4,00;45.809,00;0.44444448;36.0;4,00
ID_afbc25a99;100000.0;3,00;0,00;8,00;0,00;1,00;1,00;1,00;2,00;no;8,00;3.0;0,00;1,00;64,00;0,00;4,00;9.0;4.0;64.0;4,00
ID_cca2d38b1;100000.0;3,00;0,00;7,00;0,00;1,00;1,00;1,00;2,00;no;8,00;3.0;0,00;1,00;49,00;0,00;4,00;9.0;4.0;64.0;4,00
ID_f3583bbf7;100000.0;3,00;0,00;9,00;0,00;1,00;1,00;1,00;2,00;no;8,00;3.0;0,00;1,00;81,00;0,00;4,00;9.0;4.0;64.0;4,00
ID_072c16126;;6,00;1,00;11,00;1,00;1,00;1,00;1,00;1,00;no;14,00;1.0;1,00;3,00;121,00;0,00;1,00;1.0;0.25;196.0;4,00
ID_b3dd09090;;6,00;1,00;17,00;1,00;1,00;1,00;1,00;1,00;no;14,00;1.0;1,00;3,00;289,00;0,00;1,00;1.0;0.25;196.0;4,00
ID_121a92c4e;;6,00;1,00;3,00;1,00;1,00;1,00;1,00;1,00;no;14,00;1.0;1,00;3,00;9,00;0,00;1,00;1.0;0.25;196.0;4,00
ID_4cf6a7097;;4,00;1,00;4,00;0,00;1,00;1,00;1,00;1,00;no;11,00;45.047,00;0,00;2,00;16,00;0,00;1,00;45.689,00;0.25;121.0;4,00
ID_12e339d76;;4,00;1,00;11,00;0,00;1,00;1,00;1,00;1,00;no;11,00;45.047,00;0,00;2,00;121,00;0,00;1,00;45.689,00;0.25;121.0;4,00
ID_c9fa0b1a8;;4,00;1,00;11,00;0,00;1,00;1,00;1,00;1,00;no;11,00;45.047,00;0,00;2,00;121,00;0,00;1,00;45.689,00;0.25;121.0;4,00
ID_ccc920272;;5,00;0,00;6,00;1,00;1,00;1,00;1,00;0,00;no;6,00;0.33333334;0,00;1,00;36,00;0,00;0,00;0.11111112;64.0;36.0;4,00
ID_cadf08b53;;6,00;0,00;4,00;1,00;1,00;1,00;1,00;0,00;4,00;4,00;0.25;0,00;1,00;16,00;16,00;0,00;0.0625;64.0;16.0;4,00
ID_5be3504eb;;5,00;0,00;4,00;0,00;1,00;1,00;1,00;0,00;no;6,00;0.66666669;0,00;0,00;16,00;0,00;0,00;0.44444448;1.0;36.0;4,00
ID_11c2487c3;;5,00;0,00;8,00;0,00;1,00;1,00;1,00;0,00;no;6,00;0.66666669;0,00;0,00;64,00;0,00;0,00;0.44444448;1.0;36.0;4,00
ID_642ae6a8d;200000.0;5,00;1,00;7,00;1,00;1,00;1,00;1,00;2,00;14,00;11,50;2.0;0,00;4,00;49,00;196,00;4,00;4.0;1.0;132.25;4,00
ID_d483e2cc3;200000.0;5,00;1,00;14,00;1,00;1,00;1,00;1,00;2,00;14,00;11,50;2.0;0,00;4,00;196,00;196,00;4,00;4.0;1.0;132.25;4,00
ID_8881f94cf;200000.0;5,00;1,00;6,00;1,00;1,00;1,00;1,00;2,00;14,00;11,50;2.0;0,00;4,00;36,00;196,00;4,00;4.0;1.0;132.25;4,00
ID_45986680d;200000.0;5,00;1,00;8,00;1,00;1,00;1,00;1,00;2,00;14,00;11,50;2.0;0,00;4,00;64,00;196,00;4,00;4.0;1.0;132.25;4,00
ID_275651c54;200000.0;5,00;1,00;11,00;1,00;1,00;1,00;1,00;2,00;14,00;11,50;2.0;0,00;4,00;121,00;196,00;4,00;4.0;1.0;132.25;4,00
ID_fc8d5b445;200000.0;5,00;1,00;0,00;1,00;1,00;1,00;1,00;2,00;14,00;11,50;2.0;0,00;4,00;0,00;196,00;4,00;4.0;1.0;132.25;4,00
ID_d189a7af6;;7,00;0,00;11,00;1,00;1,00;1,00;1,00;1,00;15,00;13,00;1.0;0,00;4,00;121,00;225,00;1,00;1.0;0.11111112;169.0;4,00
ID_530183555;;7,00;0,00;6,00;1,00;1,00;1,00;1,00;1,00;15,00;13,00;1.0;0,00;4,00;36,00;225,00;1,00;1.0;0.11111112;169.0;4,00
ID_2a67a7630;;7,00;0,00;15,00;1,00;1,00;1,00;1,00;1,00;15,00;13,00;1.0;0,00;4,00;225,00;225,00;1,00;1.0;0.11111112;169.0;4,00
ID_60eaa56fd;;7,00;0,00;13,00;1,00;1,00;1,00;1,00;1,00;15,00;13,00;1.0;0,00;4,00;169,00;225,00;1,00;1.0;0.11111112;169.0;4,00
ID_fdf18bbee;;5,00;0,00;14,00;0,00;1,00;1,00;0,00;0,00;no;9,00;16.666.666,00;0,00;3,00;196,00;0,00;0,00;27.777.777,00;0.0625;81.0;2,00
ID_cba836ed8;;5,00;0,00;8,00;0,00;1,00;1,00;0,00;0,00;no;9,00;16.666.666,00;0,00;3,00;64,00;0,00;0,00;27.777.777,00;0.0625;81.0;2,00
ID_6031cb88d;;5,00;0,00;9,00;0,00;1,00;1,00;0,00;0,00;no;9,00;16.666.666,00;0,00;3,00;81,00;0,00;0,00;27.777.777,00;0.0625;81.0;2,00
ID_0bc817cb2;;5,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;no;9,00;16.666.666,00;0,00;3,00;0,00;0,00;0,00;27.777.777,00;0.0625;81.0;2,00
ID_1cfb76926;;5,00;0,00;14,00;0,00;1,00;1,00;0,00;0,00;no;9,00;16.666.666,00;0,00;3,00;196,00;0,00;0,00;27.777.777,00;0.0625;81.0;2,00
ID_85a393415;;7,00;0,00;17,00;1,00;1,00;1,00;1,00;0,00;17,00;12,75;1.0;0,00;3,00;289,00;289,00;0,00;1.0;9.0;1.625.625,00;4,00
ID_5beff72a2;;7,00;0,00;11,00;1,00;1,00;1,00;1,00;0,00;17,00;12,75;1.0;0,00;3,00;121,00;289,00;0,00;1.0;9.0;1.625.625,00;4,00
ID_137c34443;;7,00;0,00;17,00;1,00;1,00;1,00;1,00;0,00;17,00;12,75;1.0;0,00;3,00;289,00;289,00;0,00;1.0;9.0;1.625.625,00;4,00
ID_2ab9e1c17;;7,00;0,00;6,00;1,00;1,00;1,00;1,00;0,00;17,00;12,75;1.0;0,00;3,00;36,00;289,00;0,00;1.0;9.0;1.625.625,00;4,00
ID_651377e3e;260000.0;5,00;1,00;1,00;0,00;0,00;1,00;1,00;2,00;10,00;9,50;2.0;0,00;5,00;1,00;100,00;4,00;4.0;1.0;90.25;4,00
ID_8296b0e0e;260000.0;5,00;1,00;9,00;0,00;0,00;1,00;1,00;2,00;10,00;9,50;2.0;0,00;5,00;81,00;100,00;4,00;4.0;1.0;90.25;4,00
ID_22d324777;260000.0;5,00;1,00;10,00;0,00;0,00;1,00;1,00;2,00;10,00;9,50;2.0;0,00;5,00;100,00;100,00;4,00;4.0;1.0;90.25;4,00
ID_272bdf973;260000.0;5,00;1,00;6,00;0,00;0,00;1,00;1,00;2,00;10,00;9,50;2.0;0,00;5,00;36,00;100,00;4,00;4.0;1.0;90.25;4,00
ID_9129298f7;;6,00;0,00;14,00;1,00;0,00;1,00;1,00;0,00;no;12,50;0.66666669;1,00;2,00;196,00;0,00;0,00;0.44444448;64.0;156.25;4,00
ID_fc85fdf77;;6,00;0,00;11,00;1,00;0,00;1,00;1,00;0,00;no;12,50;0.66666669;1,00;2,00;121,00;0,00;0,00;0.44444448;64.0;156.25;4,00
ID_643247b47;564834.0;6,00;2,00;0,00;1,00;1,00;1,00;0,00;2,00;no;13,50;13.333.334,00;1,00;2,00;0,00;0,00;4,00;17.777.778.999.999.900,00;1.0;182.25;4,00
ID_d0d07c405;564834.0;6,00;2,00;12,00;1,00;1,00;1,00;0,00;2,00;no;13,50;13.333.334,00;1,00;2,00;144,00;0,00;4,00;17.777.778.999.999.900,00;1.0;182.25;4,00
ID_39a4bc834;564834.0;6,00;2,00;0,00;1,00;1,00;1,00;0,00;2,00;no;13,50;13.333.334,00;1,00;2,00;0,00;0,00;4,00;17.777.778.999.999.900,00;1.0;182.25;4,00
ID_28fd4d90b;564834.0;6,00;2,00;15,00;1,00;1,00;1,00;0,00;2,00;no;13,50;13.333.334,00;1,00;2,00;225,00;0,00;4,00;17.777.778.999.999.900,00;1.0;182.25;4,00
